salary,job_url,job_enterprise,date,job_place,job_name
15000-19999/月,http://jobs.51job.com/shanghai-bsq/80468950.html?s=0,嘉丰瑞德（上海）投资管理咨询有限公司,11-04,上海-宝山区,数据挖掘工程师
10000-25000/月,http://jobs.51job.com/chengdu-gxq/80175799.html?s=0,客如云科技（北京）股份有限公司,11-04,成都-高新区,数据挖掘工程师
8000-9999/月,http://jobs.51job.com/hefei/49447374.html?s=0,安徽博约信息科技股份有限公司,11-04,合肥,数据挖掘工程师
10000-14999/月,http://jobs.51job.com/shanghai/80540749.html?s=0,润东汽车集团有限公司,11-04,上海,数据挖掘
12000-20000/月,http://jobs.51job.com/shanghai/80703845.html?s=0,史泰博（上海）有限公司,11-04,上海,数据挖掘工程师 / Data Mining Engineer
13000-25000/月,http://jobs.51job.com/beijing/82153994.html?s=0,中诚信征信有限公司,11-04,北京,数据挖掘
30000-39999/月,http://jobs.51job.com/beijing-cyq/82599015.html?s=0,优信拍（北京）信息科技有限公司,11-04,北京-朝阳区,数据挖掘工程师（偏算法）-北京-04944
4000-8000/月,http://jobs.51job.com/guangzhou-lgq/75482986.html?s=0,广州复能基因有限公司,11-04,广州-萝岗区,数据挖掘工程师
15000-30000/月,http://jobs.51job.com/shenzhen-nsq/70851555.html?s=0,深圳市傲天科技股份有限公司,11-04,深圳-南山区,（大数据）数据挖掘工程师
10000-14999/月,http://jobs.51job.com/beijing-sjsq/78739308.html?s=0,北京广视通达数字网络科技有限公司,11-04,北京-石景山区,数据挖掘工程师
10000-14999/月,http://jobs.51job.com/shanghai-jaq/78122407.html?s=0,上海聚告德业广告有限公司,11-04,上海-静安区,数据挖掘工程师
10000-20000/月,http://jobs.51job.com/nanjing/78904703.html?s=0,北京普远天成科技有限公司,11-04,异地招聘,数据挖掘工程师
10000-14999/月,http://jobs.51job.com/chengdu/80361567.html?s=0,成都市映潮科技股份有限公司,11-04,成都,数据挖掘工程师
10000-14999/月,http://jobs.51job.com/beijing-hdq/77466756.html?s=0,北京中广格兰信息科技有限公司,11-04,北京-海淀区,大数据部-用户数据挖掘
8000-9999/月,http://jobs.51job.com/guangzhou-thq/67934723.html?s=0,广州市健坤网络科技发展有限公司,11-08,广州-天河区,数据挖掘分析师
10000-14999/月,http://jobs.51job.com/beijing-dxq/81690815.html?s=0,京东商城,11-04,北京-大兴区,数据挖掘工程师-新编(013999)
5999-9999/月,http://jobs.51job.com/shanghai-cnq/78180439.html?s=0,上海慧连信息技术有限公司,11-04,上海-长宁区,数据挖掘
8000-15000/月,http://jobs.51job.com/guangzhou/82594444.html?s=0,广州八百方信息技术有限公司,11-04,广州,数据挖掘工程师
25000-50000/月,http://jobs.51job.com/guangzhou/78216873.html?s=0,鑫嘉居照明有限公司,11-04,异地招聘,大数据挖掘工程师
15000-20000/月,http://jobs.51job.com/guangzhou/66248618.html?s=0,找塑料网,11-03,广州,数据挖掘 六险一金
9000-16000/月,http://jobs.51job.com/beijing-hdq/70822637.html?s=0,飞立股份有限公司,11-03,北京-海淀区,数据挖掘工程师
8-10万/年,http://jobs.51job.com/hefei/71281840.html?s=0,安徽省志鹄信息科技有限公司,11-03,合肥,商务智能数据挖掘工程师
10000-20000/月,http://jobs.51job.com/beijing/75330698.html?s=0,北京易鑫信息科技有限公司,11-03,北京,数据分析师/数据挖掘
7000-12000/月,http://jobs.51job.com/shanghai/66220266.html?s=0,上海三零卫士信息安全有限公司,11-03,上海,数据挖掘工程师
10000-14999/月,http://jobs.51job.com/beijing-hdq/81332330.html?s=0,精硕世纪科技（北京）有限公司,11-03,北京-海淀区,数据挖掘工程师
25000-35000/月,http://jobs.51job.com/beijing-cyq/82844389.html?s=0,北京崔玉涛儿童健康管理中心有限公司,11-03,北京-朝阳区,数据挖掘
15-20万/年,http://jobs.51job.com/wuhan/65988969.html?s=0,武汉虹旭信息技术有限责任公司,11-03,武汉,数据挖掘工程师
15000-19999/月,http://jobs.51job.com/beijing/60391051.html?s=0,北京集奥聚合科技有限公司,11-03,北京,数据挖掘工程师
2000-4000/月,http://jobs.51job.com/shanghai-ptq/77033081.html?s=0,上海胜数企业管理咨询服务有限公司,11-03,上海-普陀区,数据挖掘实习生
40-50万/年,http://jobs.51job.com/shenzhen-nsq/77171990.html?s=0,深圳前海增信通信息服务有限公司,11-03,深圳-南山区,首席数据挖掘分析师
8000-9999/月,http://jobs.51job.com/beijing/80901492.html?s=0,融中集团,11-03,北京,数据挖掘工程师
15000-19999/月,http://jobs.51job.com/shenzhen/76349505.html?s=0,深圳光启高等理工研究院,11-03,深圳,机器人 人工智能 机器学习 数据挖掘 高级算法工程师
10000-14999/月,http://jobs.51job.com/shanghai-ypq/72915418.html?s=0,上海吉贝克信息技术有限公司,11-03,上海-杨浦区,数据挖掘工程师
20-30万/年,http://jobs.51job.com/guangzhou/78020120.html?s=0,广州立白企业集团有限公司,11-03,广州,IT需求分析工程师（数据挖掘方向）
15-20万/年,http://jobs.51job.com/hangzhou/66353506.html?s=0,杭州诚道科技股份有限公司,11-03,杭州,数据挖掘工程师
15000-19999/月,http://jobs.51job.com/guangzhou/82670240.html?s=0,有宠集团,11-03,广州,数据挖掘工程师
25000-29999/月,http://jobs.51job.com/hangzhou-bjq/82770790.html?s=0,杭州惠誉信息科技有限公司,11-03,杭州-滨江区,数据挖掘建模工程师
10000-14999/月,http://jobs.51job.com/dalian-gxyq/82073263.html?s=0,微神马科技（大连）有限公司,11-03,大连-高新园区,风控大数据架构师/大数据架构师/大数据挖掘
